"","SantaCruz_N","SantaCruz_S","SantaCruz_E","SantaCruz_W","SantaFe_N","SantaFe_S","SantaFe_E","SantaFe_W","Floreana_N","Floreana_S","Floreana_E","Floreana_W","Espanola_N","Espanola_S","Espanola_E","Espanola_W","SanCristobal_N","SanCristobal_S","SanCristobal_E","SanCristobal_W","Pinzon","Santiago_N","Santiago_S","Santiago_E","Santiago_W","Genovesa","Marchena_N","Marchena_S","Marchena_E","Marchena_W","Pinta_N","Pinta_S","Pinta_E","Pinta_W","Isabela_N","Isabela_S","Isabela_E1","Isabela_E2","Isabela_E3","Isabela_W1","Isabela_W2","Isabela_W3","Fernandina_N","Fernandina_S","Fernandina_E","Fernandina_W"
"Isabela_E1",990.931055211707,1070.91936595423,1466.48088588442,584.79433887784,1455.83334303078,1325.16280534966,1579.90687984919,1231.66598480577,628.757801808576,1143.15139052063,1182.02935795667,565.863192886323,1658.53383279756,1682.41169660285,1709.36216418494,1557.71425585679,2731.57779637218,2152.74121854446,1785.44225743071,2042.090950724,454.493453213145,1343.45498173612,465.394146932865,1144.78456661981,520.30462616077,2056.48719326828,2095.83027987588,1514.63669987719,1597.50488866976,1613.10238040997,2234.04717845813,1705.04436655421,1937.58065251219,1836.49111757048,1234.43026494269,224.10807902089,0,353.399527260022,704.420945749653,689.74668158708,1160.19471771152,1391.61612539527,1541.96594607525,1001.28648838952,1440.84784567424,1043.04265893797
"Isabela_E2",1031.78340258751,796.361372361954,1561.82524216885,649.659839123055,1305.76704963371,1159.49778782339,1416.88427847798,887.868166973515,702.79666007001,1244.65463724544,1160.21514362277,678.092815537278,1584.13328772377,1821.90373181542,1863.68313448863,1665.25338656916,2463.77979898604,2083.43574703883,1907.04712235583,2140.31960007115,459.085954605002,1150.01826155706,878.957030041029,1967.94191921385,234.713499301183,2039.63275800719,1713.23999577898,1920.49467064288,2277.84516778079,1419.15312305463,1769.91180823155,1252.95239451729,1451.12905665416,1394.8915785667,615.316618928719,660.907475349295,224.150418032466,0,362.94086833091,1400.96989789572,2097.18623426167,1440.15928219893,1798.16286605397,1807.52396672939,2327.45806351496,1771.17897439517
"Isabela_E3",1288.15501093047,1353.07223266209,1806.81564179612,925.908004691646,1669.13372952798,1707.10857437902,1766.77048264769,1577.96701248527,1192.00751233505,1804.51248813099,1723.80235614563,1205.11855641052,1983.98866355657,2503.58356650394,2147.4167156209,2305.99418774618,1915.53175511424,2031.23198727039,2003.01361609161,1754.11298355412,756.580383173297,823.095656568898,658.959610948336,1333.45067561662,442.744469764934,1893.25435852834,2010.92621012701,1482.25953761932,1779.4847804491,1667.14514175279,1496.78593586081,1231.20458490092,1407.60218420472,1177.87510497848,246.746576071849,1243.40845675453,724.284453496811,406.53755689378,0,1804.59127386257,2003.22713087618,934.907467034369,1350.89579211849,1829.87085612306,2143.22330137193,1328.81189490329
"Isabela_W1",2077.2413154499,1420.32504844422,1993.69233000291,1639.28073055307,1411.65965129536,1607.72966199176,2023.65803990218,1079.32422657308,860.572360560703,1022.41502544319,975.295828066517,830.44765701969,1353.35486927062,1191.37316452018,1427.96273067417,1239.87875822039,3781.38097780445,2789.49079128281,1814.14989684876,2790.21707997273,1626.55072163893,3735.14755979678,2672.23506605744,3157.43455648994,3957.36642243053,3480.88327508594,3364.05553473093,3455.98908125142,2985.29789542235,3247.67382310306,2885.66579648501,2942.02556134158,3237.38499415134,2756.63638931722,1241.25925149254,390.109978907763,897.917729997576,2877.7812102358,2956.25000823653,0,293.998081688558,662.584002257062,802.938381412278,118.864219895879,447.025543176661,345.044120199586
"Isabela_W2",4763.79709767687,2871.5881476,6950.46616951677,2959.55285795616,6335.89114849264,4665.66075245277,5442.66201226098,5468.2385573885,2696.19131229366,2247.88649819277,2454.49969708442,2423.29379065144,4990.1558258339,3112.48843896762,5033.85195281546,3396.91574769674,6383.77795411347,5450.09644272857,7128.61831557346,5304.42326632718,3350.8423939207,4119.93347286304,4217.81066200567,4324.63081325568,4621.32916846954,7417.54456685297,4853.95903704993,4939.21230900863,5005.192710386,4712.85494479109,4343.98975881335,3733.10937304045,4576.66022831455,3249.771064229,2497.44231582532,1423.9301072988,2142.11303838613,3815.00927765963,4045.7228184277,600.878798963404,0,1584.57585982303,1837.0562373711,471.138161610907,313.569779727727,995.639849460338
"Isabela_W3",1822.35250040083,2089.25928504504,2420.16460311641,1975.93942376275,2755.74102203179,2353.058819538,2782.36782710489,2442.15993730665,1770.03919137061,2021.85383087885,1939.51500247401,1765.37753046608,2801.98084805044,2104.80539924746,2421.05036992091,2285.5899877494,3099.69928975616,2434.6771414121,2547.14569149942,2248.3982420728,2215.75072260749,1370.92064564059,2003.44856483198,1330.42527599908,1326.79750327551,1780.17184708804,999.951241503266,1237.23029529412,1537.44485719334,1056.72532920252,790.576618998882,856.274916168788,1021.75193926452,791.931839006483,347.752829563483,1238.65139648266,1713.82131499327,1547.93095026561,908.875416596721,679.064616457739,936.302831569858,0,153.000785604677,650.781206270336,1104.49415839817,278.414112833586
"Fernandina_N",2291.14086495275,2255.8403598075,2784.85514150316,3723.4219838034,2449.48056553309,2748.89115794654,2351.51413814208,2717.68320150248,2259.06138804879,2506.28251505255,2158.38819861528,2272.63232429214,1986.54186508809,2302.80198966624,1990.85414512423,2298.61737474381,2808.36033308852,2282.41816156654,2525.22122566825,2268.90651829495,3455.60842632364,1847.95227140794,3179.09499901468,2039.00234618197,2228.99476407474,2251.09017938873,2440.9897518771,2047.92673176358,2063.74050413713,2088.15725710023,2107.85069113877,1857.42770378675,1896.68410305052,1743.27927764031,1221.47310467881,1475.7926316752,2533.58645882578,2697.23720664168,1743.49618265191,798.983444522099,1331.77984435226,440.120416942619,0,950.181227705252,1588.89319843394,391.065197570177
"Fernandina_S",2907.44396412518,2539.65093272831,3991.18235730046,2631.69889794717,2728.56278547097,2821.4385243964,2500.93190000758,3269.6452245418,2027.42048948929,1803.01203279456,2022.32576717834,1903.67102888539,2640.97366017326,2202.8362100278,2134.1195272398,2187.68647413803,4527.42482056178,3237.65407059482,3640.00949281127,3494.47254039801,2898.28520288115,2926.15019867888,4496.98186873845,2468.27767970399,3804.05336562656,3335.15211543283,2971.05469902361,3228.0317167133,3144.94100871305,2933.6682724918,2412.21451143095,2356.08679811297,2773.11372901333,2256.95493571973,1284.71359078256,1137.81884017655,1976.61084144635,3423.57697131207,2963.90911349482,567.373462663423,152.633161869885,569.129996569169,795.352535218314,0,346.064759866749,251.382164840743
"Fernandina_E",4466.3336289544,3353.52540402125,8196.32638797478,2648.12001942649,6297.46882217361,4627.23842613373,5404.23968594195,5338.97111447892,2697.0319637437,3295.04120228712,3270.86998923322,2564.37286299722,4951.73349951487,4387.79579033979,5680.3620053387,4558.96098943623,6086.314485391,5411.67411640953,5949.0759204359,5266.00094000815,3039.40955539102,3822.47000414056,3906.377823476,4027.16734453321,4323.86569974707,7120.0810981305,4556.49556832746,4641.74884028616,4707.72924166353,4415.39147606862,4046.52629009088,3741.2169301036,4279.19675959208,3567.45491152137,2560.23458848831,1494.27845878421,2142.95368983618,3503.57643912996,3854.33116698913,674.01034389347,172.411538131935,1464.55039114798,1776.31051520858,604.420599388127,0,964.561179021369
"Fernandina_W",2612.2754919573,1754.54578492459,2945.38562461806,2290.31173826302,2025.16247494414,2171.99295401898,2453.55514132691,2153.5144990158,1560.90304551245,1751.13186188777,1676.92794241151,1430.30923576169,1535.85140998931,1365.51942003204,1420.65015750912,1361.33480510961,3245.05506651777,2574.23747479023,1669.85299263442,2510.74578677399,2464.55554549507,2244.80176561723,3706.92985040009,2382.44493803375,2469.80756274997,2647.78121151328,1724.31257076685,1791.10097074824,2288.00388799005,1752.33766552311,1251.91771823586,1716.96754064761,1616.4957298641,1246.13930249896,694.609592812207,761.709244879145,1483.29502468687,3048.45768114452,2008.53809671704,276.311414094037,429.236139012408,193.046591583716,279.519876431521,240.540437471788,565.477854183405,0
