"","name_species","El_Hierro","La_Palma","La_Gomera","Tenerife","Gran_Canaria","Fuerteventura","Lanzarote"
"999","Linum strictum",1,1,1,1,1,1,1
"1000","Linum trigynum",NA,NA,NA,NA,NA,NA,NA
"1001","Logfia arvensis",NA,NA,NA,NA,1,NA,NA
"1002","Logfia minima",1,NA,NA,1,NA,NA,NA
"1003","Lolium lowei",NA,NA,NA,1,1,NA,NA
"1004","Lolium remotum",1,1,NA,1,1,NA,NA
"1005","Lolium saxatile",NA,NA,NA,NA,NA,1,1
"1006","Lolium subulatum",NA,NA,NA,NA,1,NA,NA
"1007","Lolium temulentum",1,NA,NA,1,1,1,NA
"1008","Lotus berthelotii",NA,NA,NA,1,NA,NA,NA
"1009","Lotus campylocladus",1,1,NA,1,NA,NA,NA
"1010","Lotus creticus",NA,NA,1,NA,NA,NA,NA
"1011","Lotus dumetorum",NA,NA,NA,1,NA,NA,NA
"1012","Lotus parviflorus",NA,NA,NA,NA,1,1,NA
"1013","Lotus pyranthus",NA,1,NA,NA,NA,NA,NA
"1014","Lotus spartioides",NA,NA,NA,NA,1,NA,NA
"1015","Lupinus pilosus",NA,1,NA,1,NA,NA,NA
"1016","Luzula pilosa",NA,NA,NA,1,NA,NA,NA
"1017","Malcolmia littorea",NA,NA,NA,NA,NA,1,1
"1019","Malva neglecta",1,NA,NA,1,1,1,1
"1020","Malva nicaeensis",NA,NA,1,1,1,1,1
"1021","Malva parviflora",1,1,1,1,1,1,1
"1022","Malva pusilla",1,NA,NA,1,NA,NA,NA
"1023","Marcetella moquiniana",NA,NA,1,1,1,NA,NA
"1025","Matthiola livida",NA,NA,NA,1,1,NA,NA
"1026","Maytenus senegalensis",NA,NA,NA,NA,NA,1,1
"1028","Medicago minima",1,1,1,1,1,1,1
"1029","Medicago soleirolii",NA,NA,NA,NA,1,NA,1
"1030","Medicago truncatula",1,1,1,1,1,NA,1
"1031","Micromeria benthamii",NA,NA,NA,NA,1,NA,NA
"1032","Micromeria glomerata",NA,NA,NA,1,NA,NA,NA
"1033","Micromeria helianthemifolia",NA,NA,NA,NA,1,NA,NA
"1034","Micromeria herpyllomorpha",NA,1,NA,NA,NA,NA,NA
"1035","Micromeria lachnophylla",NA,NA,NA,1,NA,NA,NA
"1036","Micromeria lanata",NA,NA,NA,NA,1,NA,NA
"1037","Micromeria lasiophylla",NA,1,NA,1,NA,NA,NA
"1038","Micromeria pineolens",NA,NA,NA,NA,1,NA,NA
"1039","Micromeria rivas-martinezii",NA,NA,NA,1,NA,NA,NA
"1040","Minuartia platyphylla",NA,NA,NA,NA,NA,1,1
"1041","Misopates calycinum",NA,NA,NA,NA,NA,NA,1
"1042","Monanthes anagensis",NA,NA,NA,1,NA,NA,NA
"1043","Monanthes brachycaulos",NA,NA,NA,1,1,NA,NA
"1044","Monanthes minima",NA,NA,NA,1,NA,NA,NA
"1045","Monanthes polyphylla",NA,1,1,1,1,NA,NA
"1046","Monanthes wildpretii",NA,NA,NA,1,NA,NA,NA
"1047","Morella rivas-martinezii",1,1,1,NA,NA,NA,NA
"1048","Myosotis discolor",1,1,1,1,1,NA,NA
"1049","Myosotis latifolia",1,1,1,1,1,NA,NA
"1050","Myosotis ramosissima",1,1,NA,1,1,NA,NA
"1051","Navaea phoenicea",NA,NA,NA,1,NA,NA,NA
"1052","Neotinea maculata",1,1,1,1,1,NA,NA
"1053","Nepeta teydea",NA,1,NA,1,NA,NA,NA
"1054","Normania nava",NA,NA,NA,1,1,NA,NA
"1055","Ochlopoa infirma",NA,1,NA,1,1,1,1
"1056","Ocotea foetens",1,1,1,1,1,NA,NA
"1057","Oenothera indecora",NA,1,NA,NA,NA,NA,NA
"1058","Olea cerasiformis",1,1,1,1,1,1,1
"1059","Olea europaea",1,1,1,1,1,NA,NA
"1060","Ononis christii",NA,NA,NA,NA,NA,1,NA
"1061","Ononis dentata",1,1,1,1,1,NA,1
"1062","Ononis mitissima",1,1,1,1,1,NA,NA
"1063","Ononis serrata",1,1,1,1,1,1,1
"1064","Ononis variegata",NA,NA,NA,NA,1,NA,NA
"1065","Ononis viscosa",1,NA,NA,NA,NA,NA,NA
"1066","Onopordon carduelium",NA,NA,NA,NA,1,NA,NA
"1067","Orchis canariensis",1,1,1,1,1,NA,NA
"1068","Orchis mascula",NA,1,NA,NA,NA,NA,NA
"1069","Orobanche berthelotii",NA,NA,NA,1,NA,NA,NA
"1070","Orobanche crenata",1,NA,NA,1,1,NA,1
"1071","Orobanche hederae",NA,1,NA,1,NA,NA,NA
"1072","Orobanche loricata",NA,NA,NA,NA,NA,NA,NA
"1073","Pallenis maritima",NA,NA,NA,NA,NA,NA,1
"1074","Panicum repens",NA,NA,1,1,1,NA,1
"1075","Papaver argemone",NA,NA,NA,NA,NA,1,1
"1076","Papaver dubium",1,1,1,1,1,1,1
"1077","Papaver hybridum",1,NA,1,1,1,1,1
"1078","Papaver pinnatifidum",1,1,1,1,1,1,1
"1079","Papaver rhoeas",1,1,1,1,1,1,1
"1080","Papaver somniferum",1,1,1,1,1,1,1
"1081","Parapholis incurva",NA,NA,NA,NA,NA,1,1
"1082","Parapholis pycnantha",NA,NA,NA,NA,1,1,NA
"1083","Parentucellia viscosa",1,1,1,1,1,NA,NA
"1084","Paronychia argentea",1,NA,NA,NA,1,NA,NA
"1085","Paronychia echinulata",NA,1,NA,NA,1,NA,NA
"1086","Pericallis appendiculata",1,1,1,1,1,NA,NA
"1087","Pericallis cruenta",1,NA,1,1,1,NA,NA
"1088","Pericallis hadrosoma",NA,NA,NA,NA,1,NA,NA
"1089","Pericallis hansenii",NA,NA,1,NA,NA,NA,NA
"1090","Pericallis multiflora",NA,NA,NA,1,NA,NA,NA
"1091","Pericallis murrayi",1,NA,NA,NA,NA,NA,NA
"1092","Pericallis tussilaginis",NA,NA,NA,1,1,NA,NA
"1093","Pericallis webbii",NA,NA,NA,NA,1,NA,NA
"1094","Petrorhagia nanteuilii",1,1,1,1,1,NA,1
"1095","Petrorhagia velutina",NA,NA,NA,NA,1,NA,NA
"1096","Phagnalon metlesicsii",NA,NA,NA,NA,NA,NA,1
"1097","Phalaris aquatica",1,1,NA,1,1,NA,NA
"1098","Pharbitis preauxii",NA,NA,NA,NA,1,NA,NA
"1099","Phelipanche purpurea",1,1,1,1,1,NA,1
"1100","Phillyrea angustifolia",NA,NA,NA,NA,1,1,1
"1101","Picconia excelsa",1,1,1,1,1,1,NA
"1102","Picris hieracioides",NA,NA,NA,NA,NA,NA,NA
"1103","Pimpinella rupicola",NA,NA,NA,1,NA,NA,NA
"1104","Piptatherum coerulescens",NA,NA,1,1,1,NA,1
"1105","Pistacia lentiscus",NA,NA,1,1,1,1,1
"1106","Plantago afra",1,1,1,1,1,1,1
"1107","Plantago amplexicaulis",1,1,1,1,1,1,1
"1108","Plantago ciliata",NA,NA,NA,NA,1,1,NA
"1109","Plantago lanceolata",1,NA,NA,1,1,NA,NA
"1110","Plantago phaeostoma",NA,NA,NA,NA,NA,1,1
"1111","Platycapnos spicata",NA,NA,NA,1,NA,1,NA
"1112","Pleiomeris canariensis",NA,1,1,1,1,NA,NA
"1113","Poa angustifolia",NA,1,1,1,NA,NA,NA
"1114","Poa leptoclada",NA,1,NA,1,NA,NA,NA
"1115","Poa pitardiana",NA,NA,1,1,1,NA,NA
"1116","Poa pratensis",NA,NA,NA,1,1,NA,NA
"1117","Poa trivialis",NA,NA,NA,1,NA,NA,1
"1118","Polycarpaea tenuis",NA,1,NA,1,NA,NA,NA
"1120","Polygonum equisetiforme",NA,NA,NA,NA,1,NA,NA
"1121","Polygonum persicaria",NA,1,NA,1,1,NA,NA
"1122","Polygonum salicifolium",NA,NA,1,1,1,NA,NA
"1123","Polypogon fugax",1,1,1,1,1,1,1
"1124","Polypogon maritimus",NA,NA,NA,1,1,1,1
"1125","Polypogon monspeliensis",1,1,1,1,1,1,1
"1126","Polypogon viridis",1,1,1,1,1,1,1
"1127","Prunus lusitanica",1,1,1,1,1,NA,NA
"1128","Pterocephalus dumetorus",NA,1,NA,1,1,NA,NA
"1129","Pterocephalus lasiospermus",NA,NA,NA,1,NA,NA,NA
"1130","Pterocephalus porphyranthus",NA,1,NA,NA,NA,NA,NA
"1131","Pterocephalus virens",NA,NA,NA,1,NA,NA,NA
"1132","Puccinellia maritima",NA,NA,NA,1,NA,NA,NA
"1133","Pulicaria arabica",NA,NA,NA,1,NA,NA,NA
"1134","Pulicaria odora",NA,NA,NA,NA,1,NA,NA
"1136","Ranunculus arvensis",NA,NA,NA,NA,1,NA,NA
"1137","Ranunculus muricatus",NA,NA,NA,1,NA,NA,NA
"1138","Ranunculus ophioglossifolius",NA,NA,NA,1,NA,NA,NA
"1139","Ranunculus parviflorus",1,1,1,1,1,NA,NA
"1140","Ranunculus peltatus",NA,NA,NA,1,NA,NA,NA
"1141","Ranunculus repens",NA,NA,NA,1,NA,NA,NA
"1142","Ranunculus sardous",NA,NA,NA,1,1,NA,NA
"1143","Ranunculus trilobus",1,1,1,1,1,NA,NA
"1144","Rapistrum rugosum",1,1,1,1,1,1,1
"1145","Reseda lutea",NA,NA,NA,NA,NA,1,NA
"1146","Rhagadiolus arenarius",NA,1,NA,1,NA,NA,1
"1147","Rhagadiolus stellatus",NA,NA,1,1,1,1,1
"1148","Rhamnus integrifolia",NA,NA,NA,1,NA,NA,NA
"1149","Rhus albida",NA,NA,NA,NA,NA,1,NA
"1150","Rosa canina",NA,1,1,1,1,NA,NA
"1151","Rostraria cristata",1,1,1,1,1,1,1
"1152","Rubus palmensis",NA,1,NA,1,1,NA,NA
"1153","Rumex maderensis",1,1,1,1,1,NA,NA
"1154","Ruta microcarpa",NA,NA,1,NA,NA,NA,NA
"1155","Ruta pinnata",NA,1,NA,1,NA,NA,NA
"1156","Sagina procumbens",1,1,NA,1,1,NA,NA
"1157","Salix canariensis",1,1,1,1,1,NA,NA
"1159","Scandix pecten-veneris",1,1,1,1,1,1,1
"1160","Schedonorus arundinaceus",NA,1,NA,1,NA,1,NA
"1161","Schismus arabicus",NA,NA,NA,1,1,NA,1
"1162","Schismus barbatus",1,1,1,1,1,1,1
"1163","Scirpus cernuus",NA,1,NA,NA,1,NA,1
"1164","Scirpus maritimus",NA,NA,NA,1,NA,1,NA
"1165","Scirpus supinus",NA,NA,NA,NA,1,NA,NA
"1166","Scirpus triqueter",NA,NA,NA,NA,NA,NA,NA
"1167","Scleranthus annuus",NA,NA,NA,1,1,NA,NA
"1168","Scolymus grandiflorus",1,NA,NA,1,NA,NA,NA
"1169","Scolymus hispanicus",1,NA,1,1,1,NA,NA
"1170","Scolymus maculatus",1,1,1,1,1,1,1
"1171","Scorzoneroides palisiae",NA,NA,NA,1,NA,NA,NA
"1172","Scrophularia calliantha",NA,NA,NA,NA,1,NA,NA
"1173","Sedum nudum",NA,NA,NA,NA,NA,NA,1
"1174","Sedum rubens",1,1,1,1,1,NA,1
"1175","Semele gayae",NA,NA,NA,NA,1,NA,NA
"1176","Senecio hermosae",NA,NA,1,NA,NA,NA,NA
"1177","Senecio palmensis",NA,1,NA,1,NA,NA,NA
"1178","Senecio teneriffae",1,1,1,1,1,NA,NA
"1179","Senecio vulgaris",1,1,1,1,1,1,1
"1180","Serapias mascaensis",NA,NA,NA,1,NA,NA,NA
"1181","Serapias parviflora",1,1,NA,1,1,NA,1
"1182","Sesleria albicans",NA,1,NA,NA,NA,NA,NA
"1183","Sherardia arvensis",1,1,1,1,1,1,1
"1184","Sideritis dasygnaphala",NA,NA,NA,NA,1,NA,NA
"1185","Sideritis discolor",NA,NA,NA,NA,1,NA,NA
"1186","Sideritis eriocephala",NA,NA,NA,1,NA,NA,NA
"1187","Sideritis ferrensis",1,NA,NA,NA,NA,NA,NA
"1188","Sideritis guayedrae",NA,NA,NA,NA,1,NA,NA
"1189","Sideritis infernalis",NA,NA,NA,1,NA,NA,NA
"1190","Sideritis macrostachys",NA,NA,NA,1,NA,NA,NA
"1191","Sideritis marmorea",NA,NA,1,NA,NA,NA,NA
"1192","Sideritis nutans",NA,NA,1,NA,NA,NA,NA
"1193","Sideritis oroteneriffae",NA,NA,NA,1,NA,NA,NA
"1194","Sideritis soluta",NA,NA,NA,1,NA,NA,NA
"1195","Sideritis sventenii",NA,NA,NA,NA,1,NA,NA
"1196","Sideroxylon canariensis",1,1,1,1,1,1,NA
"1197","Silene apetala",1,1,1,1,1,1,1
"1198","Silene bellidifolia",NA,NA,NA,NA,NA,NA,NA
"1199","Silene canariensis",NA,NA,NA,NA,1,NA,NA
"1200","Silene coelirosa",NA,NA,NA,1,NA,NA,NA
"1201","Silene colorata",NA,NA,NA,NA,NA,1,1
"1202","Silene conica",NA,NA,NA,NA,1,NA,NA
"1203","Silene conoidea",NA,NA,NA,1,NA,NA,NA
"1204","Silene cretica",NA,NA,1,NA,NA,NA,NA
"1205","Silene gallica",1,1,1,1,1,1,1
"1207","Silene inaperta",NA,NA,NA,1,1,NA,NA
"1208","Silene muscipula",NA,NA,NA,NA,NA,1,NA
"1209","Silene nocteolens",NA,NA,NA,1,NA,NA,NA
"1210","Silene nocturna",NA,NA,1,1,1,1,1
"1211","Silene nutans",1,1,1,1,NA,NA,NA
"1212","Silene obtusifolia",NA,NA,NA,NA,NA,NA,NA
"1213","Silene pogonocalyx",1,1,NA,NA,NA,NA,NA
"1214","Silene rubella",NA,NA,NA,NA,NA,NA,1
"1215","Silene sabinosae",1,NA,NA,NA,NA,NA,NA
"1216","Silene tamaranae",NA,NA,NA,NA,1,NA,NA
"1217","Silene tridentata",NA,NA,1,1,1,1,1
"1218","Silybum marianum",1,1,1,1,1,1,1
"1219","Sinapis alba",1,1,1,1,1,1,1
"1220","Sinapis arvensis",1,1,1,1,1,1,1
"1221","Sinapis flexuosa",NA,NA,1,1,NA,NA,NA
"1222","Sinapis pubescens",NA,1,NA,NA,NA,NA,NA
"1223","Sisymbrium erysimoides",1,1,1,1,1,1,1
"1224","Sisymbrium irio",1,1,1,1,1,1,1
"1225","Sisymbrium officinale",1,1,1,1,1,1,1
"1226","Smilax canariensis",NA,1,1,1,1,1,NA
"1227","Solanum luteum",1,1,1,1,1,1,NA
"1228","Solanum nigrum",1,1,1,1,1,1,1
"1229","Solanum vespertilio",NA,NA,NA,1,1,NA,NA
"1230","Solanum virgatum",NA,NA,NA,NA,NA,NA,NA
"1231","Solenopsis laurentia",NA,NA,NA,1,1,NA,NA
"1232","Sonchus gandogeri",1,NA,NA,NA,NA,NA,NA
"1233","Sonchus gummifer",NA,NA,NA,1,NA,NA,NA
"1234","Sonchus oleraceus",1,1,1,1,1,1,1
"1235","Sonchus ortunoi",NA,NA,1,NA,NA,NA,NA
"1236","Sonchus palmensis",NA,1,NA,NA,NA,NA,NA
"1237","Sonchus wildpretii",NA,NA,1,NA,NA,NA,NA
"1238","Sorbus aria",NA,1,NA,1,NA,NA,NA
"1239","Spartocytisus filipes",1,1,1,1,NA,NA,NA
"1240","Spergula arvensis",1,1,1,1,1,1,1
"1241","Spergula pentandra",1,1,NA,1,1,NA,NA
"1242","Spergularia diandra",NA,NA,NA,NA,1,1,1
"1243","Spergularia marina",NA,NA,NA,1,1,1,1
"1244","Sphenopus divaricatus",NA,NA,NA,NA,NA,1,NA
"1245","Stachys arvensis",1,1,1,1,1,1,1
"1246","Stachys germanica",NA,NA,NA,1,NA,NA,NA
"1247","Stachys ocymastrum",1,1,1,1,1,1,1
"1248","Stemmacantha cynaroides",NA,NA,NA,1,NA,NA,NA
"1249","Stipagrostis ciliata",NA,1,NA,NA,1,1,NA
"1250","Succowia balearica",NA,NA,NA,NA,NA,NA,NA
"1251","Sventenia bupleuroides",NA,NA,NA,NA,1,NA,NA
"1252","Taeniatherum caput-medusae",NA,NA,NA,1,NA,NA,NA
"1253","Tamus edulis",1,1,1,1,1,NA,NA
"1254","Teline canariensis",NA,NA,NA,1,1,NA,NA
"1255","Teline microphylla",NA,NA,NA,NA,1,NA,NA
"1256","Teline nervosa",NA,NA,NA,NA,1,NA,NA
"1257","Teline osyrioides",NA,NA,NA,1,NA,NA,NA
"1258","Teline rosmarinifolia",NA,NA,NA,NA,1,NA,NA
"1259","Teline splendens",NA,1,NA,NA,NA,NA,NA
"1260","Teline stenopetala",1,1,1,1,1,NA,NA
"1261","Thlaspi arvense",NA,NA,NA,1,NA,NA,NA
"1262","Thymus origanoides",NA,NA,NA,NA,NA,NA,1
"1263","Tolpis calderae",NA,1,NA,NA,NA,NA,NA
"1264","Tolpis coronopifolia",NA,1,NA,1,1,NA,NA
"1265","Tolpis glabrescens",NA,NA,NA,1,NA,NA,NA
"1266","Tolpis laciniata",1,1,1,1,NA,NA,NA
"1267","Tolpis lagopoda",NA,1,NA,1,1,NA,NA
"1268","Tolpis proustii",1,NA,1,NA,NA,NA,NA
"1269","Tolpis webbii",NA,NA,NA,1,NA,NA,NA
"1270","Torilis elongata",1,1,1,1,1,1,1
"1271","Torilis leptophylla",1,1,1,1,NA,1,1
"1272","Torilis nodosa",1,1,1,1,1,1,1
"1273","Torilis webbii",NA,NA,NA,1,NA,1,1
"1274","Trachynia distachya",1,1,1,1,1,1,1
"1275","Tragopogon porrifolius",NA,NA,1,1,1,NA,NA
"1276","Trifolium angustifolium",1,1,1,1,1,1,1
"1277","Trifolium bocconei",1,1,1,1,NA,NA,NA
"1278","Trifolium cherleri",1,1,1,1,1,NA,NA
"1279","Trifolium dubium",1,1,1,1,1,1,NA
"1280","Trifolium fragiferum",NA,NA,NA,1,1,NA,NA
"1281","Trifolium glomeratum",1,1,1,1,1,1,1
"1282","Trifolium lappaceum",NA,NA,1,1,NA,NA,1
"1283","Trifolium ligusticum",1,1,1,1,1,NA,NA
"1284","Trifolium micranthum",NA,1,NA,NA,NA,NA,NA
"1285","Trifolium resupinatum",NA,NA,1,1,1,NA,NA
"1286","Trifolium scabrum",1,1,1,1,1,1,1
"1287","Trifolium spumosum",NA,NA,NA,NA,1,NA,NA
"1288","Trifolium squamosum",NA,1,1,NA,NA,NA,NA
"1289","Trifolium squarrosum",NA,1,1,1,1,NA,NA
"1290","Trifolium stellatum",NA,1,1,1,1,1,1
"1291","Trifolium striatum",1,1,1,1,1,1,NA
"1292","Trifolium subterraneum",1,1,1,1,1,NA,NA
"1293","Trifolium suffocatum",1,NA,NA,1,1,NA,NA
"1294","Trigonella monspeliaca",NA,NA,NA,NA,NA,NA,1
"1295","Trisetaria loeflingiana",NA,1,NA,NA,NA,1,1
"1296","Trisetaria panicea",1,1,1,1,1,1,1
"1297","Trisetum tamonanteae",NA,NA,NA,NA,NA,1,NA
"1298","Tuberaria guttata",1,1,1,1,1,1,1
"1299","Tuberaria lignosa",NA,1,NA,1,NA,NA,NA
"1300","Typha domingensis",NA,NA,1,1,1,1,NA
"1301","Umbilicus gaditanus",1,1,1,1,1,1,1
"1302","Umbilicus heylandianus",NA,1,NA,NA,1,NA,NA
"1303","Urtica morifolia",1,1,1,1,1,NA,NA
"1304","Valantia hispida",1,1,1,1,1,1,1
"1305","Veronica arvensis",1,1,1,1,1,1,1
"1306","Veronica beccabunga",NA,NA,NA,1,1,NA,NA
"1307","Veronica hederifolia",NA,NA,NA,1,1,NA,NA
"1308","Veronica serpyllifolia",NA,NA,NA,1,NA,NA,NA
"1309","Vicia angustifolia",1,1,1,1,1,1,1
"1310","Vicia disperma",1,1,1,1,1,NA,NA
"1311","Vicia lutea",1,1,1,1,1,1,1
"1312","Vicia monantha",1,1,NA,1,1,NA,1
"1313","Vicia parviflora",1,1,1,1,1,1,1
"1314","Vicia pubescens",1,1,1,1,1,1,NA
"1315","Vicia sativa",1,NA,1,NA,NA,NA,1
"1316","Vicia scandens",NA,NA,NA,1,NA,NA,NA
"1317","Viola anagae",NA,NA,NA,1,NA,NA,NA
"1318","Viola arvensis",NA,1,1,1,NA,NA,NA
"1319","Viola cheiranthifolia",NA,NA,NA,1,NA,NA,NA
"1320","Viola kitaibeliana",NA,NA,NA,1,NA,NA,NA
"1321","Viola odorata",NA,1,1,1,1,NA,NA
"1322","Viola palmensis",NA,1,NA,NA,NA,NA,NA
"1323","Viola riviniana",1,1,1,1,NA,NA,NA
"1324","Volutaria tubuliflora",1,NA,NA,1,NA,NA,1
"1325","Vulpia alopecuros",NA,NA,NA,1,1,NA,NA
"1326","Vulpia bromoides",1,1,1,1,1,1,NA
"1327","Vulpia ciliata",1,NA,NA,1,NA,NA,1
"1328","Vulpia geniculata",NA,NA,NA,NA,1,NA,NA
"1329","Vulpia membranacea",1,NA,NA,NA,1,NA,NA
"1330","Vulpia myuros",1,1,1,1,1,1,1
"1332","Withania somnifera",NA,1,1,1,1,NA,NA
"1333","Zannichellia palustris",NA,NA,1,1,1,1,NA
